site,lat,long,transect,distance_along_tape,point,quarter,species,distance_from_point,height,dbh,ba,cover,salinity,soil_water_content,soil_carbon_content,soil_bulk_density
Cooloola,-25.82491,153.0715,4,12,P2,2,RS,2.26,2.71,3.79,11.27,,,,,
Cooloola,-25.82491,153.0715,4,12,P2,3,RS,1.8,3.23,3.69,10.71,,,,,
Cooloola,-25.82491,153.0715,4,12,P2,4,RS,3.54,3.55,6.08,29.03,,,,,
Cooloola,-25.82491,153.0715,4,25,P3,1,RS,0.58,3.64,7.1,39.57,72.96,35,0.31293,0.04356,0.93184
Cooloola,-25.82491,153.0715,4,25,P3,2,RS,3.05,2.84,2.74,5.89,,,,,
Cooloola,-25.82491,153.0715,4,25,P3,3,RS,1.77,3.94,4.27,14.29,,,,,
Cooloola,-25.82491,153.0715,4,25,P3,4,RS,1.76,4.29,6.75,35.77,,,,,
Cooloola,-25.82491,153.0715,4,30,P4,1,RS,2.37,3.08,4.12,13.31,82.32,35,0.40043,0.04992,0.87123
Cooloola,-25.82491,153.0715,4,30,P4,2,RS,0.97,3.71,6.28,30.99,,,,,
Cooloola,-25.82491,153.0715,4,30,P4,3,RS,1.31,3.37,4.19,13.76,,,,,
Cooloola,-25.82491,153.0715,4,30,P4,4,AM,2.91,2.56,2.61,5.35,,,,,
Cooloola,-25.82491,153.0715,4,40,P5,1,AM,0.79,5.23,13.19,136.61,95.84,36,0.32065,0.03152,0.91542
Cooloola,-25.82491,153.0715,4,40,P5,2,RS,3.84,4.2,5.12,20.63,,,,,
Cooloola,-25.82491,153.0715,4,40,P5,3,AM,3.77,4.54,7.65,45.96,,,,,
Cooloola,-25.82491,153.0715,4,40,P5,4,AM,2.13,4.32,8.26,53.59,,,,,
Cooloola,-25.82491,153.0715,4,50,P6,1,AM,1.91,4.18,6.33,31.51,84.4,36,0.41614,0.03585,0.79546
Cooloola,-25.82491,153.0715,4,50,P6,2,AM,1.52,3.14,3.02,7.18,,,,,
Cooloola,-25.82491,153.0715,4,50,P6,3,AM,2.17,2.69,2.99,7.03,,,,,
Cooloola,-25.82491,153.0715,4,50,P6,4,AM,0.4,3.4,3.41,9.11,,,,,
Cooloola,-25.82491,153.0715,5,7,P1,1,RS,0.92,2.11,2.9,6.59,95.84,31,0.25897,0.02431,1.17193
Cooloola,-25.82491,153.0715,5,7,P1,2,RS,0.96,4.18,5.22,21.4,,,,,
Cooloola,-25.82491,153.0715,5,7,P1,3,RS,1.4,2.48,3.21,8.12,,,,,
Cooloola,-25.82491,153.0715,5,7,P1,4,AM,1.83,4.35,9.51,70.98,,,,,
Cooloola,-25.82491,153.0715,5,12,P2,1,RS,4.51,2.32,2.83,6.3,96.88,36,0.29758,0.03686,1.06473
Cooloola,-25.82491,153.0715,5,12,P2,2,RS,2.27,4.37,5.22,21.4,,,,,
Cooloola,-25.82491,153.0715,5,12,P2,3,RS,2.7,3.89,44.6,1561.95,,,,,
Cooloola,-25.82491,153.0715,5,12,P2,4,RS,2.4,3.95,7.89,48.94,,,,,
Cooloola,-25.82491,153.0715,5,24,P3,1,RS,1.09,2.59,2.83,6.3,58.4,36,0.29345,0.03363,1.04013
Cooloola,-25.82491,153.0715,5,24,P3,2,RS,0.88,2.67,4.42,15.38,,,,,
Cooloola,-25.82491,153.0715,5,24,P3,3,RS,1.54,2.6,4.58,16.5,,,,,
Cooloola,-25.82491,153.0715,5,24,P3,4,AA,0.92,0.93,3.12,7.64,,,,,
Cooloola,-25.82491,153.0715,5,32,P4,1,RS,2.38,2.43,2.9,6.59,95.84,36,0.2764,0.02342,1.14738
Cooloola,-25.82491,153.0715,5,32,P4,2,RS,0.4,3.3,2.93,6.74,,,,,
Cooloola,-25.82491,153.0715,5,32,P4,3,AM,1.76,4.24,4.55,16.27,,,,,
Cooloola,-25.82491,153.0715,5,32,P4,4,AM,0.79,3.72,2.93,6.74,,,,,
Cooloola,-25.82491,153.0715,5,51,P5,1,AM,2.55,4.8,8.69,59.31,87.52,36,0.2433,0.02016,1.15886
Cooloola,-25.82491,153.0715,5,51,P5,2,AM,1.28,4.4,4.81,18.14,,,,,
Cooloola,-25.82491,153.0715,5,51,P5,3,AM,1.89,6.13,7.32,42.1,,,,,
Cooloola,-25.82491,153.0715,5,51,P5,4,AM,2.78,5.15,8.28,53.79,,,,,
Cooloola,-25.82491,153.0715,5,58,P6,1,RS,2.56,4.41,9.74,74.51,100,29,0.25598,0.01332,1.34723
Cooloola,-25.82491,153.0715,5,58,P6,2,RS,4.06,4.95,8.12,51.75,,,,,
Cooloola,-25.82491,153.0715,5,58,P6,3,RS,4.66,3.74,7.69,46.41,,,,,
Cooloola,-25.82491,153.0715,5,58,P6,4,AM,4.62,3.67,10.9,93.35,,,,,
Cooloola,-25.82491,153.0715,6,8,P1,1,RS,1.04,2.69,4.65,16.96,8.48,30,0.25413,0.02261,1.00809
Cooloola,-25.82491,153.0715,6,8,P1,2,RS,4.67,1.75,2.55,5.09,,,,,
Cooloola,-25.82491,153.0715,6,8,P1,3,RS,1.19,2.8,3.53,9.8,,,,,
Cooloola,-25.82491,153.0715,6,8,P1,4,RS,1.91,2.05,2.88,6.52,,,,,
Cooloola,-25.82491,153.0715,6,16,P2,1,AM,1.81,3.53,6.65,34.76,65.68,35,0.55433,0.01882,0.69433
Cooloola,-25.82491,153.0715,6,16,P2,2,AM,1.13,1.53,3.69,10.71,,,,,
Cooloola,-25.82491,153.0715,6,16,P2,3,RS,2.27,2.44,4.62,16.73,,,,,
Cooloola,-25.82491,153.0715,6,16,P2,4,AM,2.11,1.42,2.64,5.48,,,,,
Cooloola,-25.82491,153.0715,6,23,P3,1,RS,2.38,2.92,3.95,12.24,89.6,36,0.24018,0.0301,1.24879
Cooloola,-25.82491,153.0715,6,23,P3,2,RS,1.45,3.23,3.41,9.11,,,,,
Cooloola,-25.82491,153.0715,6,23,P3,3,AA,4.07,0.76,13.91,151.97,,,,,
Cooloola,-25.82491,153.0715,6,23,P3,4,RS,2.63,3.65,8.47,56.31,,,,,
Cooloola,-25.82491,153.0715,6,27,P4,1,AM,1.24,2.7,4.84,18.39,48,36,0.22989,0.02289,1.16596
Cooloola,-25.82491,153.0715,6,27,P4,2,RS,0.58,2.37,2.9,6.59,,,,,
Cooloola,-25.82491,153.0715,6,27,P4,3,RS,5.26,2.39,2.96,6.88,,,,,
Cooloola,-25.82491,153.0715,6,27,P4,4,RS,2.19,2.22,2.55,5.09,,,,,
Cooloola,-25.82491,153.0715,6,34,P5,1,AM,3.73,3.28,7.59,45.27,92.72,36,0.21441,0.01086,1.03595
Cooloola,-25.82491,153.0715,6,34,P5,2,AM,1.74,1.91,3.57,9.98,,,,,
Cooloola,-25.82491,153.0715,6,34,P5,3,AM,1.84,3.12,4.81,18.14,,,,,
Cooloola,-25.82491,153.0715,6,34,P5,4,AM,0.58,3.92,8.37,55.04,,,,,
Cooloola,-25.82491,153.0715,6,41,P6,1,RS,1.59,1.09,3.15,7.8,95.84,35,0,0.015,1.7455
Cooloola,-25.82491,153.0715,6,41,P6,2,AM,2.01,3.82,9.61,72.58,,,,,
Cooloola,-25.82491,153.0715,6,41,P6,3,AM,4.79,3.88,10.19,81.49,,,,,
Cooloola,-25.82491,153.0715,6,41,P6,4,AM,3.75,3.82,11.43,102.56,,,,,
Cooloola,-25.82491,153.0715,7,9,P1,1,AM,2.47,1.74,3.25,8.28,100,38,0.3252,0.05651,0.95244
Cooloola,-25.82491,153.0715,7,9,P1,2,RS,1.73,4.71,8.63,58.44,,,,,
Cooloola,-25.82491,153.0715,7,9,P1,3,RS,1.83,4.34,5.89,27.24,,,,,
Cooloola,-25.82491,153.0715,7,9,P1,4,RS,1.86,3.83,3.44,9.28,,,,,
Cooloola,-25.82491,153.0715,7,16,P2,1,RS,2.14,3.89,5.32,22.19,75.04,35,0.35919,0.05131,0.95757
Cooloola,-25.82491,153.0715,7,16,P2,2,RS,0.74,2.85,2.67,5.61,,,,,
Cooloola,-25.82491,153.0715,7,16,P2,3,RS,0.95,3.34,2.86,6.45,,,,,
Cooloola,-25.82491,153.0715,7,16,P2,4,RS,1.35,4.22,6.27,30.88,,,,,
Cooloola,-25.82491,153.0715,7,33,P3,1,RS,1.96,2.8,2.8,6.16,25.12,35,0.31544,0.04159,1.04375
Cooloola,-25.82491,153.0715,7,33,P3,2,RS,2.05,3.43,3.53,9.8,,,,,
Cooloola,-25.82491,153.0715,7,33,P3,3,RS,1.48,3.42,4.42,15.38,,,,,
Cooloola,-25.82491,153.0715,7,33,P3,4,RS,3.4,4.04,6.03,28.58,,,,,
Cooloola,-25.82491,153.0715,7,41,P4,1,RS,1.79,4.2,4.14,13.45,4.32,36,0.30215,0.0298,1.0129
Cooloola,-25.82491,153.0715,7,41,P4,2,RS,2.87,2.51,2.55,5.09,,,,,
Cooloola,-25.82491,153.0715,7,41,P4,3,RS,1.15,2.85,2.71,5.75,,,,,
Cooloola,-25.82491,153.0715,7,41,P4,4,RS,1.87,4.3,4.36,14.94,,,,,
Cooloola,-25.82491,153.0715,7,84,P5,1,AM,1.75,2.84,5.95,27.83,87.52,36,0.38649,0.03894,0.93013
Cooloola,-25.82491,153.0715,7,84,P5,2,AM,1.38,3.56,5.03,19.87,,,,,
Cooloola,-25.82491,153.0715,7,84,P5,3,AM,2.32,2.7,5.35,22.46,,,,,
Cooloola,-25.82491,153.0715,7,84,P5,4,AM,0.64,4.23,6.88,37.13,,,,,
Cooloola,-25.82491,153.0715,7,104,P6,1,AM,6.18,3.84,10.09,79.89,83.36,36,0.30009,0.02872,0.93279
Cooloola,-25.82491,153.0715,7,104,P6,2,AM,1.88,4.09,6.11,29.34,,,,,
Cooloola,-25.82491,153.0715,7,104,P6,3,AM,1.86,3.72,7.46,43.76,,,,,
Cooloola,-25.82491,153.0715,7,104,P6,4,AM,3.14,4.22,7.58,45.08,,,,,
Cooloola,-25.82491,153.0715,8,10,P1,1,AM,2.52,4.41,7.66,46.12,92.72,36,0.34608,0.02895,0.82378
Cooloola,-25.82491,153.0715,8,10,P1,2,RS,2.26,5.8,9.61,72.58,,,,,
Cooloola,-25.82491,153.0715,8,10,P1,3,RS,1.47,5.3,7.32,42.1,,,,,
Cooloola,-25.82491,153.0715,8,10,P1,4,AM,1.96,4.39,11.24,99.16,,,,,
Cooloola,-25.82491,153.0715,8,20,P2,1,RS,2.13,4.34,5.55,24.2,95.84,38,0.39093,0.04124,0.72485
Cooloola,-25.82491,153.0715,8,20,P2,2,AM,1.26,2.7,2.71,5.75,,,,,
Cooloola,-25.82491,153.0715,8,20,P2,3,RS,2.39,5.85,6.51,33.31,,,,,
Cooloola,-25.82491,153.0715,8,20,P2,4,RS,2.72,3.16,2.55,5.09,,,,,
Cooloola,-25.82491,153.0715,8,38,P3,1,RS,2.29,4.54,7.38,42.83,85.44,30,0.42293,0.04613,0.87256
Cooloola,-25.82491,153.0715,8,38,P3,2,RS,2.13,3.4,6.97,38.17,,,,,
Cooloola,-25.82491,153.0715,8,38,P3,3,RS,2.54,3.91,6.1,29.18,,,,,
Cooloola,-25.82491,153.0715,8,38,P3,4,RS,0.79,3.89,4.03,12.73,,,,,
Cooloola,-25.82491,153.0715,8,46,P4,1,RS,2.8,3.6,4.39,15.15,24.08,36,0.30569,0.02619,0.96411
Cooloola,-25.82491,153.0715,8,46,P4,2,RS,2.22,3.66,2.64,5.48,,,,,
Cooloola,-25.82491,153.0715,8,46,P4,3,RS,1.53,3.3,2.8,6.16,,,,,
Cooloola,-25.82491,153.0715,8,46,P4,4,RS,1.36,3.89,3.25,8.28,,,,,
Cooloola,-25.82491,153.0715,8,90,P5,1,RS,0.47,2.37,2.64,5.48,87.52,37,0.40372,0.04963,0.7871
Cooloola,-25.82491,153.0715,8,90,P5,2,AM,3.16,3.21,4.97,19.37,,,,,
Cooloola,-25.82491,153.0715,8,90,P5,3,AM,3.98,3.78,9.74,74.51,,,,,
Cooloola,-25.82491,153.0715,8,90,P5,4,RS,3.64,3.47,4.23,14.08,,,,,
Cooloola,-25.82491,153.0715,8,100,P6,1,AM,0.8,3.92,8.66,58.87,100,35,0.25366,0.01691,1.1543
Cooloola,-25.82491,153.0715,8,100,P6,2,RS,3.93,3.8,5.27,21.8,,,,,
Cooloola,-25.82491,153.0715,8,100,P6,3,RS,3.62,2.57,3.33,8.69,,,,,
Cooloola,-25.82491,153.0715,8,100,P6,4,AM,1.92,2.38,4.01,12.63,,,,,
Cooloola,-25.82491,153.0715,9,14,P1,1,RS,0.7,3.32,3.02,7.18,100,38,0.38862,0.07998,0.85499
Cooloola,-25.82491,153.0715,9,14,P1,2,RS,0.64,4.68,3.63,10.34,,,,,
Cooloola,-25.82491,153.0715,9,14,P1,3,RS,0.78,5.62,3.66,10.52,,,,,
Cooloola,-25.82491,153.0715,9,14,P1,4,RS,0.73,4.33,3.98,12.43,,,,,
Cooloola,-25.82491,153.0715,9,24,P2,1,AM,3.16,5.24,7.47,43.82,100,36,0.33896,0.0498,0.87696
Cooloola,-25.82491,153.0715,9,24,P2,2,RS,4.26,3.33,3.53,9.8,,,,,
Cooloola,-25.82491,153.0715,9,24,P2,3,AM,0.71,4.74,8.35,54.79,,,,,
Cooloola,-25.82491,153.0715,9,24,P2,4,AM,5.01,0.99,13.24,137.71,,,,,
Cooloola,-25.82491,153.0715,9,47,P3,1,AM,1.42,5.06,5.6,24.65,100,36,0.44906,0.06981,0.60652
Cooloola,-25.82491,153.0715,9,47,P3,2,RS,0.3,6.06,9.39,69.25,,,,,
Cooloola,-25.82491,153.0715,9,47,P3,3,AM,1.91,4.81,4.65,16.96,,,,,
Cooloola,-25.82491,153.0715,9,47,P3,4,AM,1.84,3.8,3.18,7.96,,,,,
Cooloola,-25.82491,153.0715,9,59,P4,1,AM,0.76,4.01,6.37,31.83,93.76,36,0.36595,0.03222,0.73117
Cooloola,-25.82491,153.0715,9,59,P4,2,AM,3.45,4.83,8.37,55.04,,,,,
Cooloola,-25.82491,153.0715,9,59,P4,3,AM,1.26,2.35,3.6,10.16,,,,,
Cooloola,-25.82491,153.0715,9,59,P4,4,AM,1.07,3.94,4.85,18.51,,,,,
Cooloola,-25.82491,153.0715,9,89,P5,1,RS,3.98,3.55,8.85,61.5,27.2,35,0.28586,0.02467,1.06663
Cooloola,-25.82491,153.0715,9,89,P5,2,RS,5.46,2.1,2.96,6.88,,,,,
Cooloola,-25.82491,153.0715,9,89,P5,3,AM,2.93,4.18,6.65,34.76,,,,,
Cooloola,-25.82491,153.0715,9,89,P5,4,RS,1.51,2.22,4.01,12.63,,,,,
Cooloola,-25.82491,153.0715,9,107,P6,1,AM,1.07,1.31,4.33,14.72,48,36,0.42465,0.0237,0.93049
Cooloola,-25.82491,153.0715,9,107,P6,2,AM,3.61,4.51,8.15,52.15,,,,,
Cooloola,-25.82491,153.0715,9,107,P6,3,AM,1.91,3.09,3.69,10.71,,,,,
Cooloola,-25.82491,153.0715,9,107,P6,4,RS,3.29,3.6,4.36,14.94,,,,,
Cooloola,-25.82491,153.0715,10,15,P1,1,RS,0.11,4.22,3.18,7.96,100,35,0.39274,0.07368,0.78185
Cooloola,-25.82491,153.0715,10,15,P1,2,AM,1.09,5.21,4.58,16.5,,,,,
Cooloola,-25.82491,153.0715,10,15,P1,3,AM,0.33,6.03,6.08,29.03,,,,,
Cooloola,-25.82491,153.0715,10,15,P1,4,RS,0.76,4.15,3.6,10.16,,,,,
Cooloola,-25.82491,153.0715,10,30,P2,1,AM,1.82,3.93,4.9,18.87,96.88,35,0.46154,0.01587,0.61455
Cooloola,-25.82491,153.0715,10,30,P2,2,AM,0.83,5.62,6.68,35.09,,,,,
Cooloola,-25.82491,153.0715,10,30,P2,3,AM,0.22,6.45,7.1,39.57,,,,,
Cooloola,-25.82491,153.0715,10,30,P2,4,AM,1.55,6.37,9.58,72.1,,,,,
Cooloola,-25.82491,153.0715,10,55,P3,1,RS,3.48,5.15,8.13,51.95,76.08,35,0.5158,0.12013,0.57649
Cooloola,-25.82491,153.0715,10,55,P3,2,AM,1.84,4.57,5.7,25.5,,,,,
Cooloola,-25.82491,153.0715,10,55,P3,3,AM,1.8,2.4,2.55,5.09,,,,,
Cooloola,-25.82491,153.0715,10,55,P3,4,AM,2.08,2.15,2.83,6.3,,,,,
Cooloola,-25.82491,153.0715,10,65,P4,1,RS,2.54,4.09,5.46,23.45,97.92,37,0.37949,0.04457,0.88919
Cooloola,-25.82491,153.0715,10,65,P4,2,AM,1.01,3.95,5.41,23,,,,,
Cooloola,-25.82491,153.0715,10,65,P4,3,AM,2.04,3.8,3.76,11.08,,,,,
Cooloola,-25.82491,153.0715,10,65,P4,4,RS,2.13,5.09,7.03,38.87,,,,,
Cooloola,-25.82491,153.0715,10,80,P5,1,AM,3.1,4.01,6.82,36.56,100,35,0.31001,0.02101,0.92069
Cooloola,-25.82491,153.0715,10,80,P5,2,RS,2.87,4.24,4.66,17.08,,,,,
Cooloola,-25.82491,153.0715,10,80,P5,3,AM,1.61,4.43,8.86,61.72,,,,,
Cooloola,-25.82491,153.0715,10,80,P5,4,RS,3.11,2.42,2.69,5.68,,,,,
Cooloola,-25.82491,153.0715,10,95,P6,1,AM,3.97,4.64,8.13,51.95,91.68,35,0.37915,0.01125,1.00473
Cooloola,-25.82491,153.0715,10,95,P6,2,RS,4.78,2.32,2.8,6.16,,,,,
Cooloola,-25.82491,153.0715,10,95,P6,3,AM,0.24,4.87,7.34,42.28,,,,,
Cooloola,-25.82491,153.0715,10,95,P6,4,AM,3.34,4.13,8.16,52.36,,,,,
Fraser,-25.4495,152.98688,1,8,P1,1,AM,4.46,1.64,4.07,13.04,0.16,65,0.22932,0.01654,1.30014
Fraser,-25.4495,152.98688,1,8,P1,2,AM,4.87,2.32,3.79,11.27,,,,,
Fraser,-25.4495,152.98688,1,8,P1,3,AM,2.66,1.98,3.5,9.63,,,,,
Fraser,-25.4495,152.98688,1,8,P1,4,RS,6.42,1.05,2.58,5.22,,,,,
Fraser,-25.4495,152.98688,1,19,P2,1,RS,5.38,2.75,3.15,7.8,50.08,41,0.28122,0.01316,1.16834
Fraser,-25.4495,152.98688,1,19,P2,2,AM,1.37,2.37,4.19,13.81,,,,,
Fraser,-25.4495,152.98688,1,19,P2,3,AM,1.91,1.29,2.55,5.09,,,,,
Fraser,-25.4495,152.98688,1,19,P2,4,RS,4.89,1.42,3.37,8.94,,,,,
Fraser,-25.4495,152.98688,1,31,P3,1,AM,2.72,3.49,6.46,32.79,77.12,38,0.23371,0.01491,1.18998
Fraser,-25.4495,152.98688,1,31,P3,2,RS,0.76,1.69,2.93,6.74,,,,,
Fraser,-25.4495,152.98688,1,31,P3,3,RS,1.78,2.87,3.28,8.44,,,,,
Fraser,-25.4495,152.98688,1,31,P3,4,RS,1.27,2.48,3.92,12.04,,,,,
Fraser,-25.4495,152.98688,1,38,P4,1,RS,2.28,2.45,3.76,11.08,90.64,41,0.26772,0,1.04515
Fraser,-25.4495,152.98688,1,38,P4,2,RS,3.26,1.92,4.01,12.63,,,,,
Fraser,-25.4495,152.98688,1,38,P4,3,RS,2.9,2.32,3.53,9.8,,,,,
Fraser,-25.4495,152.98688,1,38,P4,4,RS,0.72,3.21,4.97,19.37,,,,,
Fraser,-25.4495,152.98688,1,58,P5,1,RS,6.19,2.6,3.41,9.11,64.64,38,0.27867,0.01157,1.11173
Fraser,-25.4495,152.98688,1,58,P5,2,RS,3.16,2.79,3.47,9.45,,,,,
Fraser,-25.4495,152.98688,1,58,P5,3,AM,2.38,6.05,11.41,102.27,,,,,
Fraser,-25.4495,152.98688,1,58,P5,4,RS,2.77,3.15,5.22,21.4,,,,,
Fraser,-25.4495,152.98688,1,68,P6,1,RS,4.38,3.84,4.27,14.29,81.28,37,0.24495,0.00965,1.0585
Fraser,-25.4495,152.98688,1,68,P6,2,RS,2.21,4.51,6.68,35.09,,,,,
Fraser,-25.4495,152.98688,1,68,P6,3,AM,4.13,2.2,9.96,77.96,,,,,
Fraser,-25.4495,152.98688,1,68,P6,4,AM,1.81,2.87,4.47,15.71,,,,,
Fraser,-25.4495,152.98688,2,9,P1,1,AM,4.58,1.61,2.96,6.88,0.16,70,0.26586,0.01345,1.34798
Fraser,-25.4495,152.98688,2,9,P1,2,AM,1.08,1.64,3.49,9.54,,,,,
Fraser,-25.4495,152.98688,2,9,P1,3,AM,1.75,1.29,2.55,5.09,,,,,
Fraser,-25.4495,152.98688,2,9,P1,4,AM,3.72,0.8,3.06,7.33,,,,,
Fraser,-25.4495,152.98688,2,20,P2,1,AM,2.38,2.98,4.71,17.43,8.48,55,0.25087,0.01096,1.23007
Fraser,-25.4495,152.98688,2,20,P2,2,AM,4.83,1.1,3.12,7.64,,,,,
Fraser,-25.4495,152.98688,2,20,P2,3,AM,0.84,1.18,2.71,5.75,,,,,
Fraser,-25.4495,152.98688,2,20,P2,4,AM,4.86,1.72,3.01,7.11,,,,,
Fraser,-25.4495,152.98688,2,31,P3,1,RS,1.57,2.61,3.53,9.8,90.64,45,0.33576,0.00809,1.11769
Fraser,-25.4495,152.98688,2,31,P3,2,RS,0.85,2.44,3.5,9.63,,,,,
Fraser,-25.4495,152.98688,2,31,P3,3,RS,1.29,2.08,2.77,6.02,,,,,
Fraser,-25.4495,152.98688,2,31,P3,4,RS,1.22,2.2,2.96,6.88,,,,,
Fraser,-25.4495,152.98688,2,38,P4,1,RS,1.5,2.54,3.15,7.8,85.44,44,0.32715,0.0158,1.00567
Fraser,-25.4495,152.98688,2,38,P4,2,RS,1.03,2.1,3.18,7.96,,,,,
Fraser,-25.4495,152.98688,2,38,P4,3,RS,1.78,1.89,3.18,7.96,,,,,
Fraser,-25.4495,152.98688,2,38,P4,4,RS,0.75,1.95,2.64,5.48,,,,,
Fraser,-25.4495,152.98688,2,53,P5,1,AM,3.45,3.37,6.8,36.27,0.16,37,0.22164,0.01235,1.25834
Fraser,-25.4495,152.98688,2,53,P5,2,RS,4.05,2.75,6.33,31.51,,,,,
Fraser,-25.4495,152.98688,2,53,P5,3,RS,4.65,1.5,2.58,5.22,,,,,
Fraser,-25.4495,152.98688,2,53,P5,4,RS,1.91,1.51,2.71,5.75,,,,,
Fraser,-25.4495,152.98688,2,68,P6,1,RS,3.87,2.68,3.66,10.52,0.16,37,0.28279,0.01584,1.07094
Fraser,-25.4495,152.98688,2,68,P6,2,RS,4.53,3.05,4.93,19.12,,,,,
Fraser,-25.4495,152.98688,2,68,P6,3,RS,4.43,3.18,4.71,17.43,,,,,
Fraser,-25.4495,152.98688,2,68,P6,4,RS,2.98,3.15,4.62,16.73,,,,,
Fraser,-25.4495,152.98688,3,9,P1,1,RS,2.65,1.37,2.71,5.75,0.16,45,0.27243,0.02354,1.1312
Fraser,-25.4495,152.98688,3,9,P1,2,RS,2.17,1.55,2.99,7.03,,,,,
Fraser,-25.4495,152.98688,3,9,P1,3,AM,1.28,1.55,2.71,5.75,,,,,
Fraser,-25.4495,152.98688,3,9,P1,4,RS,3.09,1.55,2.96,6.88,,,,,
Fraser,-25.4495,152.98688,3,19,P2,1,RS,1.81,2.34,3.2,8.06,0.16,39,0.30707,0.05104,0.93537
Fraser,-25.4495,152.98688,3,19,P2,2,AM,1.43,1.26,2.55,5.09,,,,,
Fraser,-25.4495,152.98688,3,19,P2,3,RS,1.86,1.35,3.18,7.96,,,,,
Fraser,-25.4495,152.98688,3,19,P2,4,RS,0.79,1.65,3.63,10.34,,,,,
Fraser,-25.4495,152.98688,3,31,P3,1,RS,1.73,1.96,3.41,9.11,100,39,0.23917,0.02072,1.28038
Fraser,-25.4495,152.98688,3,31,P3,2,RS,1.32,2.24,3.98,12.43,,,,,
Fraser,-25.4495,152.98688,3,31,P3,3,RS,1.14,3,4.11,13.24,,,,,
Fraser,-25.4495,152.98688,3,31,P3,4,AM,0.81,2.95,6.68,35.09,,,,,
Fraser,-25.4495,152.98688,3,38,P4,1,RS,1.52,2.87,3.09,7.49,96.88,37,0.27286,0.02712,0.95957
Fraser,-25.4495,152.98688,3,38,P4,2,RS,1.69,1.44,2.58,5.22,,,,,
Fraser,-25.4495,152.98688,3,38,P4,3,RS,1.24,3.26,5.57,24.37,,,,,
Fraser,-25.4495,152.98688,3,38,P4,4,RS,0.55,2.1,2.86,6.45,,,,,
Fraser,-25.4495,152.98688,3,56,P5,1,RS,4.55,2.54,4.93,19.12,26.16,37,0.24515,0.01835,1.23183
Fraser,-25.4495,152.98688,3,56,P5,2,RS,3.59,3.59,6.33,31.51,,,,,
Fraser,-25.4495,152.98688,3,56,P5,3,RS,2.51,2.51,7.13,39.93,,,,,
Fraser,-25.4495,152.98688,3,56,P5,4,AM,0.59,8.59,14.81,172.25,,,,,
Fraser,-25.4495,152.98688,3,76,P6,1,AM,30.79,10.5,28.07,618.85,0.16,36,0.35894,0.00508,1.04385
Fraser,-25.4495,152.98688,3,76,P6,2,AM,14.02,5.2,18.44,267.04,,,,,
Fraser,-25.4495,152.98688,3,76,P6,3,AM,16.43,6.65,23.56,436.06,,,,,
Fraser,-25.4495,152.98688,3,76,P6,4,AM,21.89,5.99,22.3,390.63,,,,,
Fraser,-25.4495,152.98688,4,6,P1,1,AM,1.59,4.42,5.84,26.8,75.04,40,0.28616,0.03286,1.13089
Fraser,-25.4495,152.98688,4,6,P1,2,AM,3.45,2.37,3.01,7.13,,,,,
Fraser,-25.4495,152.98688,4,6,P1,3,AM,0.67,2,2.74,5.89,,,,,
Fraser,-25.4495,152.98688,4,6,P1,4,AM,1.4,1.59,3.44,9.28,,,,,
Fraser,-25.4495,152.98688,4,12,P2,1,AM,1.36,2.88,4.12,13.35,85.44,45,0.37726,0.0563,0.83684
Fraser,-25.4495,152.98688,4,12,P2,2,AM,1.89,1.57,2.67,5.61,,,,,
Fraser,-25.4495,152.98688,4,12,P2,3,AM,0.61,1.76,2.64,5.48,,,,,
Fraser,-25.4495,152.98688,4,12,P2,4,AM,0.25,1.88,3.79,11.27,,,,,
Fraser,-25.4495,152.98688,4,29,P3,1,RS,0.6,3.62,3.82,11.46,88.56,39,0.25375,0.03939,1.25795
Fraser,-25.4495,152.98688,4,29,P3,2,RS,2.29,3.04,5.06,20.12,,,,,
Fraser,-25.4495,152.98688,4,29,P3,3,RS,0.34,3.03,4.11,13.24,,,,,
Fraser,-25.4495,152.98688,4,29,P3,4,RS,1.73,3.58,3.66,10.52,,,,,
Fraser,-25.4495,152.98688,4,38,P4,1,AM,0.84,2.66,2.99,7.03,91.68,36,0.28414,0.01834,1.00277
Fraser,-25.4495,152.98688,4,38,P4,2,RS,1.56,1.65,3.25,8.28,,,,,
Fraser,-25.4495,152.98688,4,38,P4,3,RS,1.78,4.01,5.81,26.5,,,,,
Fraser,-25.4495,152.98688,4,38,P4,4,RS,1.88,2.37,2.74,5.89,,,,,
Fraser,-25.4495,152.98688,4,50,P5,1,RS,1.44,1.8,2.67,5.61,92.72,39,0.34148,0.00771,1.01399
Fraser,-25.4495,152.98688,4,50,P5,2,AM,0.36,4.45,4.74,17.67,,,,,
Fraser,-25.4495,152.98688,4,50,P5,3,RS,4.7,3.04,3.72,10.89,,,,,
Fraser,-25.4495,152.98688,4,50,P5,4,RS,1.52,3.78,12.86,129.88,,,,,
Fraser,-25.4495,152.98688,4,70,P6,1,AM,9.36,2.18,5.16,20.88,0.16,36,0.23805,0.00662,1.23823
Fraser,-25.4495,152.98688,4,70,P6,2,AM,11,6.15,15.45,187.42,,,,,
Fraser,-25.4495,152.98688,4,70,P6,3,RS,9.81,2.51,4.74,17.67,,,,,
Fraser,-25.4495,152.98688,4,70,P6,4,AM,24.82,4.79,16.35,209.83,,,,,
Fraser,-25.4495,152.98688,5,6,P1,1,AM,2.05,5.01,5.13,20.68,71.92,42,0.25378,0.02397,1.24669
